PID	Status	Label
973	0	com.apple.wifi.WiFiAgent
-	0	com.apple.screensharing.MessagesAgent
-	0	com.apple.diskspaced
-	0	com.google.GoogleUpdater.wake
2631	0	com.apple.passd
-	0	com.apple.DictationIM
641	0	com.apple.sociallayerd
-	0	com.apple.mdmclient.agent
65394	0	com.apple.iCloudHelper
-	0	com.apple.CharacterPicker.FileService
2648	0	com.apple.keychainsharingmessagingd
-	0	com.apple.MessageUIMacHelperService
-	0	com.apple.cvmsCompAgent3425AMD_x86_64
-	0	com.apple.gamecontroller.ConfigService
-	0	com.apple.security.XPCKeychainSandboxCheck
8884	0	com.apple.podcasts.PodcastContentService
693	0	com.apple.CoreAuthentication.agent
670	0	com.apple.syncdefaultsd
-	0	com.apple.sidecar-display-agent
767	0	com.apple.chronod
706	0	com.apple.accessibility.heard
617	0	com.apple.corespeechd
813	0	com.apple.geoanalyticsd
-	0	com.apple.AMPSystemPlayerAgent
824	0	com.apple.itunescloudd
-	0	com.apple.scrod
852	0	com.apple.spindump_agent
828	0	com.apple.frauddefensed
-	0	com.apple.AquaAppearanceHelper
2718	0	com.apple.AuthenticationServicesCore.AuthenticationServicesAgent
-	0	com.apple.cvmsCompAgent_arm64
953	0	com.apple.milod
-	0	com.apple.bookdatastored
1780	0	com.apple.security.keychain-circle-notification
-	0	com.apple.appstorecomponentsd
1622	0	com.apple.icloud.findmydeviced.findmydevice-user-agent
20885	0	application.com.openai.atlas.15537100.15537105
807	0	application.com.crowdcafe.windowmagnet.789753.789758
-	0	com.apple.XProtect.agent.scan.startup
854	0	com.apple.amsengagementd
2429	0	com.apple.betaenrollmentagent
-	0	com.apple.AirPortBaseStationAgent
5670	0	com.apple.proactiveeventtrackerd
10789	0	com.apple.proactived
913	0	com.apple.ModelCatalogAgent
613	0	com.apple.universalaccessd
621	0	com.apple.linkd
-	0	com.apple.accessibility.MotionTrackingAgent
-	0	com.apple.neagent
845	0	com.apple.SafariLaunchAgent
-	0	com.apple.idsfoundation.IDSRemoteURLConnectionAgent
9350	0	com.apple.textcomposerd
925	0	com.apple.recentsd
935	0	com.apple.spotlightknowledged.updater
724	0	Wacom_IOManager
-	0	com.apple.transparencyStaticKey
885	0	com.apple.sirittsd
2775	0	com.apple.dprivacyd
699	0	com.apple.usernoted
1289	0	com.apple.geodMachServiceBridge
2629	0	com.apple.Safari.History
886	0	com.apple.translationd
-	0	com.apple.AddressBook.abd
-	0	com.apple.bluetoothaudiod
647	0	com.apple.calaccessd
-	0	com.apple.ScreenReaderUIServer
-	0	com.apple.newsd
730	0	com.logi.cp-dev-mgr
-	0	com.apple.systemsettingsagent
921	0	com.apple.swcd
-	0	com.apple.symptomsd.distributed-agent
734	0	com.apple.AirPlayUIAgent
3122	0	com.apple.backgroundassets.user
-	0	com.apple.cvmsCompAgent_arm64_1
9221	0	com.apple.shazamd
671	0	com.apple.corespotlightd
880	0	com.apple.naturallanguaged
-	0	com.apple.netauth.user.gui
-	0	com.apple.watchlistd
660	0	com.apple.xtyped
-	0	com.apple.TMHelperAgent
33078	0	com.openai.codex-sparkle-updater
754	0	com.apple.Spotlight
1290	0	com.apple.appstoreagent
-	0	com.apple.AMPDevicesAgent
967	0	com.apple.accessibility.mediaaccessibilityd
-	0	com.apple.cvmsCompAgent3425AMD_x86_64_1
1927	0	com.apple.mdworker.sizing
-	0	com.apple.SpeechRecognitionCore.brokerd
986	0	com.apple.metadata.mdbulkimport
-	0	com.apple.iokit.IOServiceAuthorizeAgent
-	0	com.apple.cvmsCompAgent3600_arm64
2299	0	com.apple.WorkflowKit.ShortcutsViewService
637	0	com.apple.carboncore.csnameddata
2678	0	com.apple.CoreSimulator.SimLaunchHost-arm64
783	0	com.apple.contactsd
-	0	com.apple.cvmsCompAgent3600_x86_64
-	0	com.apple.speech.speechsynthesisd.arm64
-	0	com.apple.CoreRoutine.helperservice
598	0	com.apple.distnoted.xpc.agent
1212	0	com.apple.SetStoreUpdateService
784	0	com.apple.geod
